time,altitude,latitude,longitude,Vitesse(km/s)
"628,013",9245,"-81,156","-83,439","0,056"
"629,013",9191,"-81,156","-83,44","0,056"
"630,013",9137,"-81,156","-83,441","0,055"
"631,013",9083,"-81,156","-83,441","0,055"
"632,013",9029,"-81,156","-83,442","0,055"
"633,013",8975,"-81,156","-83,443","0,055"
"634,013",8921,"-81,156","-83,443","0,055"
"635,013",8868,"-81,156","-83,444","0,055"
"636,013",8815,"-81,156","-83,445","0,054"
"637,013",8762,"-81,156","-83,445","0,054"
"638,013",8709,"-81,156","-83,446","0,054"
"639,013",8656,"-81,156","-83,447","0,054"
"640,013",8604,"-81,156","-83,448","0,054"
"641,013",8552,"-81,156","-83,448","0,053"
"642,013",8499,"-81,156","-83,449","0,053"
"643,013",8447,"-81,156","-83,449","0,053"
"644,013",8396,"-81,156","-83,45","0,053"
"645,013",8344,"-81,156","-83,451","0,053"
"646,013",8292,"-81,156","-83,451","0,053"
"647,013",8241,"-81,156","-83,452","0,052"
"648,013",8190,"-81,156","-83,453","0,052"
"649,013",8139,"-81,156","-83,453","0,052"
"650,013",8088,"-81,156","-83,454","0,052"
"651,013",8037,"-81,156","-83,455","0,052"
"652,013",7986,"-81,156","-83,455","0,052"
"653,013",7936,"-81,156","-83,456","0,051"
"654,013",7886,"-81,156","-83,456","0,051"
"655,013",7836,"-81,156","-83,457","0,051"
"656,013",7786,"-81,156","-83,458","0,051"
"657,013",7736,"-81,156","-83,458","0,051"
"658,013",7686,"-81,156","-83,459","0,051"
"659,013",7636,"-81,156","-83,459","0,05"
"660,013",7587,"-81,156","-83,46","0,05"
"661,013",7538,"-81,156","-83,461","0,05"
"662,013",7489,"-81,156","-83,461","0,05"
"663,013",7440,"-81,156","-83,462","0,05"
"664,013",7391,"-81,156","-83,462","0,05"
"665,013",7342,"-81,156","-83,463","0,05"
"666,013",7294,"-81,156","-83,463","0,049"
"667,013",7245,"-81,156","-83,464","0,049"
"668,013",7197,"-81,156","-83,464","0,049"
"669,013",7149,"-81,156","-83,465","0,049"
"670,013",7101,"-81,156","-83,465","0,049"
"671,013",7053,"-81,156","-83,466","0,049"
"672,013",7005,"-81,156","-83,467","0,049"
"673,013",6957,"-81,156","-83,467","0,048"
"674,013",6910,"-81,156","-83,468","0,048"
"675,013",6862,"-81,156","-83,468","0,048"
"676,013",6815,"-81,156","-83,469","0,048"
"677,013",6768,"-81,156","-83,469","0,048"
"678,013",6721,"-81,156","-83,47","0,048"
"679,013",6674,"-81,156","-83,47","0,048"
"680,013",6628,"-81,156","-83,471","0,047"
"681,013",6581,"-81,156","-83,471","0,047"
"682,013",6534,"-81,156","-83,472","0,047"
"683,013",6488,"-81,156","-83,472","0,047"
"684,013",6442,"-81,156","-83,472","0,047"
"685,013",6396,"-81,156","-83,473","0,047"
"686,013",6350,"-81,156","-83,473","0,047"
"687,013",6304,"-81,156","-83,474","0,046"
"688,013",6258,"-81,156","-83,474","0,046"
"689,013",6212,"-81,157","-83,475","0,046"
"690,013",6167,"-81,157","-83,475","0,046"
"691,013",6122,"-81,157","-83,476","0,046"
"692,013",6076,"-81,157","-83,476","0,046"
"693,013",6031,"-81,157","-83,477","0,046"
"694,013",5986,"-81,157","-83,477","0,046"
"695,013",5941,"-81,157","-83,477","0,045"
"696,013",5896,"-81,157","-83,478","0,045"
"697,013",5852,"-81,157","-83,478","0,045"
"698,013",5807,"-81,157","-83,479","0,045"
"699,013",5762,"-81,157","-83,479","0,045"
"700,013",5718,"-81,157","-83,479","0,045"
"701,013",5674,"-81,157","-83,48","0,045"
"702,013",5630,"-81,157","-83,48","0,045"
"703,013",5586,"-81,157","-83,481","0,045"
"704,013",5542,"-81,157","-83,481","0,044"
"705,013",5498,"-81,157","-83,481","0,044"
"706,013",5454,"-81,157","-83,482","0,044"
"707,013",5410,"-81,157","-83,482","0,044"
"708,013",5367,"-81,157","-83,483","0,044"
"709,013",5323,"-81,157","-83,483","0,044"
"710,013",5280,"-81,157","-83,483","0,044"
"711,013",5237,"-81,157","-83,484","0,044"
"712,013",5194,"-81,157","-83,484","0,043"
"713,013",5151,"-81,157","-83,484","0,043"
"714,013",5108,"-81,157","-83,485","0,043"
"715,013",5065,"-81,157","-83,485","0,043"
"716,013",5022,"-81,157","-83,485","0,043"
"717,013",4980,"-81,157","-83,486","0,043"
"718,013",4937,"-81,157","-83,486","0,043"
"719,013",4895,"-81,157","-83,486","0,043"
"720,013",4852,"-81,157","-83,487","0,043"
"721,013",4810,"-81,157","-83,487","0,043"
"722,013",4768,"-81,157","-83,487","0,042"
"723,013",4726,"-81,157","-83,488","0,042"
"724,013",4684,"-81,157","-83,488","0,042"
"725,013",4642,"-81,157","-83,488","0,042"
"726,013",4601,"-81,157","-83,489","0,042"
"727,013",4559,"-81,157","-83,489","0,042"
"728,013",4517,"-81,157","-83,489","0,042"
"729,013",4476,"-81,157","-83,49","0,042"
"730,013",4435,"-81,157","-83,49","0,042"
"731,013",4393,"-81,157","-83,49","0,042"
"732,013",4352,"-81,157","-83,49","0,041"
"733,013",4311,"-81,157","-83,491","0,041"
"734,013",4270,"-81,157","-83,491","0,041"
"735,013",4229,"-81,157","-83,491","0,041"
"736,013",4188,"-81,157","-83,492","0,041"
"737,013",4148,"-81,157","-83,492","0,041"
"738,013",4107,"-81,157","-83,492","0,041"
"739,013",4066,"-81,157","-83,492","0,041"
"740,013",4026,"-81,157","-83,493","0,041"
"741,013",3985,"-81,157","-83,493","0,041"
"742,013",3945,"-81,157","-83,493","0,04"
"743,013",3905,"-81,157","-83,493","0,04"
"744,013",3865,"-81,157","-83,494","0,04"
"745,013",3825,"-81,157","-83,494","0,04"
"746,013",3785,"-81,157","-83,494","0,04"
"747,013",3745,"-81,157","-83,494","0,04"
"748,013",3705,"-81,157","-83,495","0,04"
"749,013",3666,"-81,157","-83,495","0,04"
"750,013",3626,"-81,157","-83,495","0,04"
"751,013",3586,"-81,157","-83,495","0,04"
"752,013",3547,"-81,157","-83,496","0,04"
"753,013",3508,"-81,157","-83,496","0,04"
"754,013",3468,"-81,157","-83,496","0,039"
"755,013",3429,"-81,157","-83,496","0,039"
"756,013",3390,"-81,157","-83,497","0,039"
"757,013",3351,"-81,157","-83,497","0,039"
"758,013",3312,"-81,157","-83,497","0,039"
"759,013",3273,"-81,157","-83,497","0,039"
"760,013",3234,"-81,157","-83,497","0,039"
"761,013",3195,"-81,157","-83,498","0,039"
"762,013",3157,"-81,157","-83,498","0,039"
"763,013",3118,"-81,157","-83,498","0,039"
"764,013",3080,"-81,157","-83,498","0,039"
"765,013",3041,"-81,157","-83,498","0,039"
"766,013",3003,"-81,157","-83,499","0,038"
"767,013",2965,"-81,157","-83,499","0,038"
"768,013",2926,"-81,157","-83,499","0,038"
"769,013",2888,"-81,157","-83,499","0,038"
"770,013",2850,"-81,157","-83,499","0,038"
"771,013",2812,"-81,157","-83,5","0,038"
"772,013",2774,"-81,157","-83,5","0,038"
"773,013",2737,"-81,157","-83,5","0,038"
"774,013",2699,"-81,157","-83,5","0,038"
"775,013",2661,"-81,157","-83,5","0,038"
"776,013",2624,"-81,157","-83,5","0,038"
"777,013",2586,"-81,157","-83,501","0,038"
"778,013",2549,"-81,157","-83,501","0,038"
"779,013",2511,"-81,157","-83,501","0,037"
"780,013",2474,"-81,157","-83,501","0,037"
"781,013",2437,"-81,157","-83,501","0,037"
"782,013",2400,"-81,157","-83,501","0,037"
"783,013",2362,"-81,157","-83,502","0,037"
"784,013",2325,"-81,157","-83,502","0,037"
"785,013",2288,"-81,157","-83,502","0,037"
"786,013",2252,"-81,157","-83,502","0,037"
"787,013",2215,"-81,157","-83,502","0,037"
"788,013",2178,"-81,157","-83,502","0,037"
"789,013",2141,"-81,157","-83,503","0,037"
"790,013",2105,"-81,157","-83,503","0,037"
"791,013",2068,"-81,157","-83,503","0,037"
"792,013",2032,"-81,157","-83,503","0,037"
"793,013",1995,"-81,157","-83,503","0,036"
"794,013",1959,"-81,157","-83,503","0,036"
"795,013",1923,"-81,157","-83,503","0,036"
"796,013",1886,"-81,157","-83,503","0,036"
"797,013",1850,"-81,157","-83,504","0,036"
"798,013",1814,"-81,157","-83,504","0,036"
"799,013",1778,"-81,157","-83,504","0,036"
"800,013",1742,"-81,157","-83,504","0,036"
"801,013",1706,"-81,157","-83,504","0,036"
"802,013",1671,"-81,157","-83,504","0,036"
"803,013",1635,"-81,157","-83,504","0,036"
"804,013",1599,"-81,157","-83,504","0,036"
"805,013",1564,"-81,157","-83,504","0,036"
"806,013",1528,"-81,157","-83,505","0,036"
"807,013",1492,"-81,157","-83,505","0,036"
"808,013",1457,"-81,157","-83,505","0,035"
"809,013",1422,"-81,157","-83,505","0,035"
"810,013",1386,"-81,157","-83,505","0,035"
"811,013",1351,"-81,157","-83,505","0,035"
"812,013",1316,"-81,157","-83,505","0,035"
"813,013",1281,"-81,157","-83,505","0,035"
"814,013",1246,"-81,157","-83,505","0,035"
"815,013",1211,"-81,157","-83,505","0,035"
"816,013",1176,"-81,157","-83,506","0,035"
"817,013",1141,"-81,157","-83,506","0,035"
"818,013",1106,"-81,157","-83,506","0,035"
"819,013",1071,"-81,157","-83,506","0,035"
"820,013",1037,"-81,157","-83,506","0,035"
"821,013",1002,"-81,157","-83,506","0,035"
"822,013",967,"-81,157","-83,506","0,035"
"823,013",933,"-81,157","-83,506","0,035"
"824,013",898,"-81,157","-83,506","0,034"
"825,013",864,"-81,157","-83,506","0,034"
"826,013",830,"-81,157","-83,506","0,034"
"827,013",795,"-81,157","-83,506","0,034"
"828,013",761,"-81,157","-83,506","0,034"
"829,013",727,"-81,157","-83,506","0,034"
"830,013",693,"-81,157","-83,506","0,034"
"831,013",659,"-81,157","-83,507","0,034"
"832,013",625,"-81,157","-83,507","0,034"
"833,013",591,"-81,157","-83,507","0,034"
"834,013",557,"-81,157","-83,507","0,034"
"835,013",523,"-81,157","-83,507","0,034"
"836,013",489,"-81,157","-83,507","0,034"
"837,013",456,"-81,157","-83,507","0,034"
"838,013",422,"-81,157","-83,507","0,034"
"839,013",388,"-81,157","-83,507","0,034"
"840,013",355,"-81,157","-83,507","0,034"
"841,013",321,"-81,157","-83,507","0,033"
"842,013",288,"-81,157","-83,507","0,033"
"843,013",255,"-81,157","-83,507","0,033"
"844,013",221,"-81,157","-83,507","0,033"
"845,013",188,"-81,157","-83,507","0,033"
"846,013",155,"-81,157","-83,507","0,033"
"847,013",122,"-81,157","-83,507","0,033"
"848,013",88,"-81,157","-83,507","0,033"
"849,013",55,"-81,157","-83,507","0,033"
"850,013",22,"-81,157","-83,507","0,033"
"851,013",0,"-81,157","-83,507","0,033"
